ticker,name,city
NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,NİĞDE
NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,KOCAELİ
NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
NURVK,NUROL VARLIK KİRALAMA A.Ş.,
NRBNK,NUROL YATIRIM BANKASI A.Ş.,İSTANBUL
NYB,NUROL YATIRIM BANKASI A.Ş.,İSTANBUL
OBAMS,OBA MAKARNACILIK SANAYİ VE TİCARET A.Ş.,GAZİANTEP
OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,İSTANBUL
ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,İSTANBUL
ODINE,ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.,İSTANBUL
OFSYM,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,ANKARA
ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,ANKARA
ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş.,ANKARA
OPET,OPET PETROLCÜLÜK A.Ş.,İSTANBUL
ORCAY,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,RİZE
ORFIN,ORFİN FİNANSMAN A.Ş.,İSTANBUL
ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,İSTANBUL
ORMA,ORMA ORMAN MAHSÜLLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,İSTANBUL
ORZAX,ORZAKS İLAÇ VE KİMYA SANAYİ TİCARET A.Ş.,İSTANBUL
OSVKS,OSMANLI VARLIK KİRALAMA A.Ş.,İSTANBUL
OMD,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OSMEN,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OSTIM,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,ANKARA
OTKAR,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,İSTANBUL
OTOSR,OTOSOR OTOMOTİV A.Ş.,İSTANBUL
OTTO,OTTO HOLDİNG A.Ş.,İSTANBUL
OYAKC,OYAK ÇİMENTO FABRİKALARI A.Ş.,ANKARA
OYA,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OYYAT,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
OYAYO,OYAK YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
OYLUM,OYLUM SINAİ YATIRIMLAR A.Ş.,KAYSERİ
OZKGY,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
OZATD,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş.,YALOVA
OZGYO,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
OZRDN,ÖZERDEN AMBALAJ SANAYİ A.Ş.,İSTANBUL
OZSUB,ÖZSU BALIK ÜRETİM A.Ş.,İZMİR
OZYSR,ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ A.Ş.,İSTANBUL
PAMEL,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,İSTANBUL
PNLSN,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,ANKARA
PAGYO,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
PAPIL,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,ANKARA
PRFFK,PARAFİNANS FAKTORİNG A.Ş.,İSTANBUL
PRDGS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,İSTANBUL
PARSN,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,İSTANBUL
PBT,PASHA YATIRIM BANKASI A.Ş.,İSTANBUL
PBTR,PASHA YATIRIM BANKASI A.Ş.,İSTANBUL
PASEU,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,ANKARA
PSGYO,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
PAHOL,PASİFİK HOLDİNG A.Ş.,ANKARA
PATEK,PASİFİK TEKNOLOJİ A.Ş.,İSTANBUL
PCILT,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,İSTANBUL
PGSUS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,İSTANBUL
PEKGY,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
PENGD,PENGUEN GIDA SANAYİ A.Ş.,BURSA
PENTA,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,İSTANBUL
PSDTC,PERGAMON STATUS DIŞ TİCARET A.Ş.,İZMİR
PETKM,PETKİM PETROKİMYA HOLDİNG A.Ş.,İZMİR
PKENT,PETROKENT TURİZM A.Ş.,ANKARA
PETUN,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,İZMİR
PINSU,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,İZMİR
PNSUT,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.,İZMİR
PKART,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
PLTUR,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
POLHO,POLİSAN HOLDİNG A.Ş.,KOCAELİ
POLTK,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL
PRZMA,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,İSTANBUL
QYATB,Q YATIRIM BANKASI A.Ş.,İZMİR
YBQ,Q YATIRIM BANKASI A.Ş.,İZMİR
QYHOL,Q YATIRIM HOLDİNG A.Ş.,AYDIN
FIN,QNB BANK A.Ş.,İSTANBUL
QNBTR,QNB BANK A.Ş.,İSTANBUL
QNBFF,QNB FAKTORİNG A.Ş.,İSTANBUL
QNBFK,QNB FİNANSAL KİRALAMA A.Ş.,İSTANBUL
QNBVK,QNB VARLIK KİRALAMA A.Ş.,İSTANBUL
QUAGR,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,AYDIN
QUFIN,QUICK FİNANSMAN A.Ş.,İSTANBUL
RNPOL,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,KAYSERİ
RALYH,RAL YATIRIM HOLDİNG A.Ş.,ANKARA
RAYSG,RAY SİGORTA A.Ş.,İSTANBUL
REEDR,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,SAMSUN
RYGYO,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
RYSAS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,İSTANBUL
RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,İSTANBUL
RGYAS,RÖNESANS GAYRİMENKUL YATIRIM A.Ş.,ANKARA
RTALB,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,KOCAELİ
RUBNS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,İSTANBUL
RUZYE,RUZY MADENCİLİK VE ENERJİ YATIRIMLARI SANAYİ VE TİCARET A.Ş.,İZMİR
SAFKR,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,İZMİR
SANEL,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,İSTANBUL
SNICA,SANİCA ISI SANAYİ A.Ş.,İSTANBUL
SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,TEKİRDAĞ
SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,GAZİANTEP
SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,ANKARA
SARKY,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,KOCAELİ
SARTN,SARTEN AMBALAJ SANAYİ VE TİCARET A.Ş.,
SASA,SASA POLYESTER SANAYİ A.Ş.,ADANA
SVGYO,SAVUR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,İZMİR
SDTTR,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,ANKARA
SEGMN,SEĞMEN KARDEŞLER GIDA ÜRETİM VE AMBALAJ SANAYİ A.Ş.,ANKARA
SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,İSTANBUL
SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,İSTANBUL
SELVA,SELVA GIDA SANAYİ A.Ş.,KONYA
SERNT,SERANİT GRANİT SERAMİK SANAYİ VE TİCARET A.Ş.,İSTANBUL
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,MANİSA
SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,AMASYA
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,İSTANBUL
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,İSTANBUL
SMART,SMARTİKS YAZILIM A.Ş.,İSTANBUL
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,İZMİR
SOHOE,SOHO GİYİM VE ENERJİ A.Ş.,İSTANBUL
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,AYDIN
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,AYDIN
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,BURSA
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,BURSA
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.,BALIKESİR
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR
SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,İSTANBUL
SMRFA,SÜMER FAKTORİNG A.Ş.,İSTANBUL
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,İSTANBUL
SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.,İSTANBUL
SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
SKY,ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
SKYMD,ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
SEK,ŞEKERBANK T.A.Ş.,
SKBNK,ŞEKERBANK T.A.Ş.,
SOKM,ŞOK MARKETLER TİCARET A.Ş.,İSTANBUL
TABGD,TAB GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL
TAC,TACİRLER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
TCRYT,TACİRLER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
TAMFA,TAM FİNANS FAKTORİNG A.Ş.,İSTANBUL
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,İZMİR
TARKM,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,MANİSA
TATGD,TAT GIDA SANAYİ A.Ş.,İSTANBUL
TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.,İSTANBUL
TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.,İSTANBUL
DRPHN,T.C. HAZİNE VE MALİYE BAKANLIĞI DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,İSTANBUL
TEBFA,TEB FAKTORİNG A.Ş.,İSTANBUL
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,İSTANBUL
TKFEN,TEKFEN HOLDİNG A.Ş.,İSTANBUL
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,KAYSERİ
TRFFA,TERA FİNANS FAKTORİNG A.Ş.,İSTANBUL
TRHOL,TERA FİNANSAL YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL
TEVKS,TERA VARLIK KİRALAMA A.Ş.,İSTANBUL
TAE,TERA YATIRIM BANKASI A.Ş.,İSTANBUL
TRBNK,TERA YATIRIM BANKASI A.Ş.,İSTANBUL
TERA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
TRA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
TEHOL,TERA YATIRIM TEKNOLOJİ HOLDİNG A.Ş.,İSTANBUL
TFNVK,TF VARLIK KİRALAMA A.Ş.,İSTANBUL
TGSAS,TGS DIŞ TİCARET A.Ş.,İSTANBUL
TIMUR,TİMUR GAYRİMENKUL GELİŞTİRME YAPI VE YATIRIM A.Ş.,İSTANBUL
TRYKI,TİRYAKİ AGRO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,İSTANBUL
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
TRMET,TR ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş.,ANKARA
TRENJ,TR DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş.,ANKARA
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,TRABZON
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,TRABZON
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
TRMEN,TRIVE YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
TVM,TRIVE YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,İZMİR
TRCAS,TURCAS HOLDİNG A.Ş.,İSTANBUL
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,İSTANBUL
MARBL,TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.,AFYONKARAHİSAR
TRKFN,TURK FİNANSMAN A.Ş.,İSTANBUL
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,ANKARA
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,İSTANBUL
TRKNT,TURKNET İLETİŞİM HİZMETLERİ A.Ş.,İSTANBUL
TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,İSTANBUL
TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,İSTANBUL
TRALT,TÜRK ALTIN İŞLETMELERİ A.Ş.,ANKARA
THYAO,TÜRK HAVA YOLLARI A.O.,İSTANBUL
PRKAB,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,BURSA
TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,ANKARA
TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,ANKARA
TBORG,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,İZMİR
TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,İSTANBUL
GARAN,TÜRKİYE GARANTİ BANKASI A.Ş.,İSTANBUL
TGB,TÜRKİYE GARANTİ BANKASI A.Ş.,İSTANBUL
HALKB,TÜRKİYE HALK BANKASI A.Ş.,İSTANBUL
THL,TÜRKİYE HALK BANKASI A.Ş.,İSTANBUL
EXIMB,TÜRKİYE İHRACAT KREDİ BANKASI A.Ş.,İSTANBUL
THR,TÜRKİYE İHRACAT KREDİ BANKASI A.Ş.,İSTANBUL
ISATR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL
ISBTR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL
ISCTR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL
ISKUR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL
TIB,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL
KLN,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,İSTANBUL
KLNMA,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,İSTANBUL
TSK,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,İSTANBUL
TSKB,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,İSTANBUL
TURSG,TÜRKİYE SİGORTA A.Ş.,İSTANBUL
SISE,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,İSTANBUL
TVB,TÜRKİYE VAKIFLAR BANKASI T.A.O.,İSTANBUL
VAKBN,TÜRKİYE VAKIFLAR BANKASI T.A.O.,İSTANBUL
TV8TV,TV8 TV YAYINCILIK A.Ş.,İSTANBUL
UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,İSTANBUL
ULAS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,ANKARA
ULUFA,ULUSAL FAKTORİNG A.Ş.,İSTANBUL
ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,ANKARA
ULUUN,ULUSOY UN SANAYİ VE TİCARET A.Ş.,SAMSUN
UMPAS,UMPAŞ HOLDİNG A.Ş.,UŞAK
USAK,UŞAK SERAMİK SANAYİ A.Ş.,UŞAK
UCAYM,ÜÇAY MÜHENDİSLİK ENERJİ VE İKLİMLENDİRME TEKNOLOJİLERİ A.Ş.,İSTANBUL
ULKER,ÜLKER BİSKÜVİ SANAYİ A.Ş.,İSTANBUL
UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.,İSTANBUL
VAKFA,VAKIF FAKTORİNG A.Ş.,İSTANBUL
VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.,İSTANBUL
VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
VAKVK,VAKIF VARLIK KİRALAMA A.Ş.,İSTANBUL
VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,İSTANBUL
VANGD,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL
VBTYZ,VBT YAZILIM A.Ş.,İSTANBUL
VDFLO,VDF FİLO KİRALAMA A.Ş.,İSTANBUL
VRGYO,VERA KONSEPT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
VERUS,VERUSA HOLDİNG A.Ş.,İSTANBUL
VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,İSTANBUL
VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,İSTANBUL
VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,İZMİR
VSNMD,VİŞNE MADENCİLİK ÜRETİM SANAYİ VE TİCARET A.Ş.,İZMİR
VDFAS,VOLKSWAGEN DOĞUŞ FİNANSMAN A.Ş.,İSTANBUL
YKFKT,YAPI KREDİ FAKTORİNG A.Ş.,İSTANBUL
YKFIN,YAPI KREDİ FİNANSAL KİRALAMA A.O.,İSTANBUL
YKR,YAPI KREDİ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
YKYAT,YAPI KREDİ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL
YKB,YAPI VE KREDİ BANKASI A.Ş.,İSTANBUL
YKBNK,YAPI VE KREDİ BANKASI A.Ş.,İSTANBUL
YAPRK,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL
YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,KAYSERİ
YATVK,YATIRIM VARLIK KİRALAMA A.Ş.,İSTANBUL
YYLGD,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,ANKARA
YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,ANKARA
YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
YEOTK,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,İSTANBUL
YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,İSTANBUL
YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.,İSTANBUL
YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,YOZGAT
YIGIT,YİĞİT AKÜ MALZEMELERİ NAKLİYAT TURİZM İNŞAAT SANAYİ VE TİCARET A.Ş.,ANKARA
YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,DENİZLİ
YKSLN,YÜKSELEN ÇELİK A.Ş.,İSTANBUL
YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,İSTANBUL
ZGYO,Z GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA
ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,ANKARA
ZERGY,ZERAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KOCAELİ
ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL
ZKBVK,ZİRAAT KATILIM VARLIK KİRALAMA A.Ş.,İSTANBUL
ZKBVR,ZKB VARLIK KİRALAMA A.Ş.,İSTANBUL
ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,BURSA
BINHO,1000 YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL
